Filename,Camera,Model,Detected_Diameter_mm,Status
cam2__YED__26644__20260411_143452_292324.jpg,cam2,YED,14.94,2
cam1__YED__26644__20260411_143452_570429.jpg,cam1,YED,14.94,2
cam2__YCA__45074__20260411_143554_241868.jpg,cam2,YCA,12.71,1
cam1__YCA__45074__20260411_143554_187223.jpg,cam1,YCA,13.06,2
cam2__YED__26645__20260411_143645_973006.jpg,cam2,YED,15.06,2
cam1__YED__26645__20260411_143645_909788.jpg,cam1,YED,15.18,2
cam2__YED__57919__20260411_143752_967646.jpg,cam2,YED,14.94,2
cam1__YED__57919__20260411_143752_971644.jpg,cam1,YED,15.18,2
cam2__YED__26646__20260411_143846_784946.jpg,cam2,YED,15.18,2
cam1__YED__26646__20260411_143846_346008.jpg,cam1,YED,15.18,2
cam1__YCA__45075__20260411_143947_626974.jpg,cam1,YCA,13.18,2
cam2__YCA__45075__20260411_143946_359261.jpg,cam2,YCA,13.18,2
cam2__YED__26647__20260411_144038_777282.jpg,cam2,YED,14.94,2
cam1__YED__26647__20260411_144039_094056.jpg,cam1,YED,15.18,2
cam1__YCA__45076__20260411_144142_847465.jpg,cam1,YCA,13.18,2
cam2__YCA__45076__20260411_144142_866021.jpg,cam2,YCA,12.71,1
cam2__YED__26648__20260411_144234_460736.jpg,cam2,YED,15.18,2
cam1__YED__26648__20260411_144234_416249.jpg,cam1,YED,15.18,2
cam1__YED__57920__20260411_144331_295802.jpg,cam1,YED,14.71,1
cam2__YED__57920__20260411_144330_867583.jpg,cam2,YED,14.94,2
cam2__YED__26649__20260411_144424_110549.jpg,cam2,YED,15.18,2
cam1__YED__26649__20260411_144424_070761.jpg,cam1,YED,14.94,2
cam2__YCA__45077__20260411_144514_744637.jpg,cam2,YCA,12.71,1
cam1__YCA__45077__20260411_144515_599840.jpg,cam1,YCA,13.18,2
cam1__YED__26650__20260411_144606_459034.jpg,cam1,YED,15.18,2
cam2__YED__26650__20260411_144606_446368.jpg,cam2,YED,14.71,1
cam2__YCA__45078__20260411_144700_926124.jpg,cam2,YCA,13.18,2
cam1__YCA__45078__20260411_144700_524819.jpg,cam1,YCA,12.71,1
cam2__YED__26651__20260411_144751_961955.jpg,cam2,YED,15.18,2
cam1__YED__26651__20260411_144751_879061.jpg,cam1,YED,15.06,2
cam1__YCA__45079__20260411_144845_841684.jpg,cam1,YCA,13.06,2
cam2__YCA__45079__20260411_144845_891069.jpg,cam2,YCA,13.18,2
cam2__YED__26652__20260411_144936_824232.jpg,cam2,YED,14.94,2
cam1__YED__26652__20260411_144936_274566.jpg,cam1,YED,15.18,2
cam2__YED__57921__20260411_145032_427807.jpg,cam2,YED,15.18,2
cam1__YED__57921__20260411_145033_020741.jpg,cam1,YED,15.06,2
cam2__YCA__5695__20260411_145124_648156.jpg,cam2,YCA,13.06,2
cam1__YCA__5695__20260411_145124_648156.jpg,cam1,YCA,13.06,2
cam2__YED__57922__20260411_145222_682057.jpg,cam2,YED,14.94,2
cam1__YED__57922__20260411_145223_071685.jpg,cam1,YED,15.18,2
cam2__YED__26653__20260411_145318_521229.jpg,cam2,YED,15.06,2
cam1__YED__26653__20260411_145318_528653.jpg,cam1,YED,15.06,2
cam1__YCA__45080__20260411_145409_328404.jpg,cam1,YCA,13.18,2
cam2__YCA__45080__20260411_145409_532438.jpg,cam2,YCA,13.18,2
cam2__YED__26654__20260411_145501_431558.jpg,cam2,YED,15.18,2
cam1__YED__26654__20260411_145501_741804.jpg,cam1,YED,15.18,2
cam2__YED__57923__20260411_145604_702442.jpg,cam2,YED,15.18,2
cam1__YED__57923__20260411_145604_610989.jpg,cam1,YED,15.18,2
cam1__YED__26655__20260411_145657_681128.jpg,cam1,YED,14.94,2
cam2__YED__26655__20260411_145658_156014.jpg,cam2,YED,15.18,2
cam2__YCA__45081__20260411_145753_949001.jpg,cam2,YCA,12.94,2
cam1__YCA__45081__20260411_145753_814810.jpg,cam1,YCA,13.18,2
cam2__YED__26656__20260411_145844_203344.jpg,cam2,YED,15.06,2
cam1__YED__26656__20260411_145844_636213.jpg,cam1,YED,14.71,1
cam2__YED__57924__20260411_145938_348680.jpg,cam2,YED,14.94,2
cam1__YED__57924__20260411_145938_286566.jpg,cam1,YED,15.18,2
cam2__YCA__5696__20260411_150043_215524.jpg,cam2,YCA,13.18,2
cam1__YCA__5696__20260411_150041_842534.jpg,cam1,YCA,13.18,2
cam2__YED__57925__20260411_150132_714056.jpg,cam2,YED,14.94,2
cam1__YED__57925__20260411_150133_122200.jpg,cam1,YED,15.06,2
cam2__YED__26657__20260411_150231_857730.jpg,cam2,YED,14.94,2
cam1__YED__26657__20260411_150232_345955.jpg,cam1,YED,15.18,2
cam2__YCA__45082__20260411_150323_467286.jpg,cam2,YCA,13.06,2
cam1__YCA__45082__20260411_150323_378127.jpg,cam1,YCA,13.18,2
cam2__YED__26658__20260411_150430_402574.jpg,cam2,YED,15.06,2
cam1__YED__26658__20260411_150431_216579.jpg,cam1,YED,15.06,2
cam1__YCA__45083__20260411_150524_312850.jpg,cam1,YCA,12.94,2
cam2__YCA__45083__20260411_150524_428457.jpg,cam2,YCA,13.06,2
cam1__YED__26659__20260411_150615_952860.jpg,cam1,YED,15.18,2
cam2__YED__26659__20260411_150615_913679.jpg,cam2,YED,15.18,2
cam2__YED__57926__20260411_150709_932494.jpg,cam2,YED,15.06,2
cam1__YED__57926__20260411_150709_815783.jpg,cam1,YED,14.94,2
cam2__YED__26660__20260411_150802_360569.jpg,cam2,YED,15.18,2
cam1__YED__26660__20260411_150802_815018.jpg,cam1,YED,15.18,2
cam2__YCA__45084__20260411_150857_020024.jpg,cam2,YCA,13.18,2
cam1__YCA__45084__20260411_150857_020024.jpg,cam1,YCA,13.18,2
cam2__YED__26661__20260411_150947_061500.jpg,cam2,YED,14.94,2
cam1__YED__26661__20260411_150946_584660.jpg,cam1,YED,15.18,2
cam2__YCA__45085__20260411_151047_589819.jpg,cam2,YCA,13.18,2
cam1__YCA__45085__20260411_151047_553449.jpg,cam1,YCA,13.06,2
cam2__YED__26662__20260411_151137_547207.jpg,cam2,YED,14.94,2
cam1__YED__26662__20260411_151137_315138.jpg,cam1,YED,15.18,2
cam1__YCA__45086__20260411_151238_015132.jpg,cam1,YCA,13.06,2
cam2__YCA__45086__20260411_151238_451280.jpg,cam2,YCA,13.06,2
cam2__YED__26663__20260411_151329_123008.jpg,cam2,YED,15.06,2
cam1__YED__26663__20260411_151328_103212.jpg,cam1,YED,15.18,2
cam1__YED__57927__20260411_151433_499863.jpg,cam1,YED,15.18,2
cam2__YED__57927__20260411_151433_537229.jpg,cam2,YED,N/A,0
cam2__YED__26664__20260411_151524_927004.jpg,cam2,YED,15.06,2
cam1__YED__26664__20260411_151525_279779.jpg,cam1,YED,15.18,2
cam2__YCA__45087__20260411_151626_003620.jpg,cam2,YCA,12.71,1
cam1__YCA__45087__20260411_151625_969431.jpg,cam1,YCA,13.18,2
cam1__YED__26665__20260411_151739_649357.jpg,cam1,YED,15.18,2
cam2__YED__26665__20260411_151739_717937.jpg,cam2,YED,15.18,2
cam2__YED__57928__20260411_151833_397153.jpg,cam2,YED,14.94,2
cam1__YED__57928__20260411_151833_095489.jpg,cam1,YED,14.94,2
cam2__YED__26666__20260411_151928_827701.jpg,cam2,YED,15.18,2
cam1__YED__26666__20260411_151928_743440.jpg,cam1,YED,15.18,2
cam1__YCA__45088__20260411_152019_354481.jpg,cam1,YCA,13.18,2
cam2__YCA__45088__20260411_152019_502996.jpg,cam2,YCA,12.71,1
cam2__YED__26667__20260411_152113_518482.jpg,cam2,YED,15.18,2
cam1__YED__26667__20260411_152113_437381.jpg,cam1,YED,15.18,2
cam2__YCA__45089__20260411_152208_945456.jpg,cam2,YCA,12.71,1
cam1__YCA__45089__20260411_152209_323309.jpg,cam1,YCA,13.18,2
cam1__YED__26668__20260411_152259_200903.jpg,cam1,YED,15.18,2
cam2__YED__26668__20260411_152259_745569.jpg,cam2,YED,15.18,2
cam2__YED__57929__20260411_152358_815184.jpg,cam2,YED,15.06,2
cam1__YED__57929__20260411_152359_347464.jpg,cam1,YED,15.18,2
cam2__YED__26669__20260411_152451_664994.jpg,cam2,YED,15.06,2
cam1__YED__26669__20260411_152451_581110.jpg,cam1,YED,14.94,2
cam1__YCA__45090__20260411_152557_441773.jpg,cam1,YCA,13.18,2
cam2__YCA__45090__20260411_152557_488917.jpg,cam2,YCA,12.94,2
cam1__YED__26670__20260411_152646_406575.jpg,cam1,YED,15.18,2
cam2__YED__26670__20260411_152646_471116.jpg,cam2,YED,15.18,2
cam1__YCA__45091__20260411_152756_939086.jpg,cam1,YCA,13.18,2
cam2__YCA__45091__20260411_152756_432398.jpg,cam2,YCA,12.94,2
cam1__YED__26671__20260411_152848_913768.jpg,cam1,YED,15.18,2
cam2__YED__26671__20260411_152848_971410.jpg,cam2,YED,15.18,2
cam1__YCA__45092__20260411_152944_584545.jpg,cam1,YCA,13.18,2
cam2__YCA__45092__20260411_152944_868247.jpg,cam2,YCA,13.06,2
cam1__YED__26672__20260411_153106_141512.jpg,cam1,YED,15.18,2
cam2__YED__26672__20260411_153106_304079.jpg,cam2,YED,15.18,2
cam2__YED__57930__20260411_153200_782135.jpg,cam2,YED,15.18,2
cam1__YED__57930__20260411_153200_203376.jpg,cam1,YED,15.06,2
cam2__YCA__5697__20260411_153252_133304.jpg,cam2,YCA,13.18,2
cam1__YCA__5697__20260411_153252_464369.jpg,cam1,YCA,13.06,2
cam1__YED__57931__20260411_153342_550976.jpg,cam1,YED,15.18,2
cam2__YED__57931__20260411_153342_965058.jpg,cam2,YED,15.06,2
cam2__YED__26673__20260411_153437_208123.jpg,cam2,YED,15.18,2
cam1__YED__26673__20260411_153437_670669.jpg,cam1,YED,15.18,2
cam1__YCA__45093__20260411_153528_650283.jpg,cam1,YCA,13.18,2
cam2__YCA__45093__20260411_153528_786765.jpg,cam2,YCA,13.18,2
cam1__YED__26674__20260411_153620_321447.jpg,cam1,YED,15.18,2
cam2__YED__26674__20260411_153619_879839.jpg,cam2,YED,15.18,2
cam1__YED__57932__20260411_153715_315528.jpg,cam1,YED,15.18,2
cam2__YED__57932__20260411_153715_400560.jpg,cam2,YED,14.94,2
cam2__YED__26675__20260411_153808_411851.jpg,cam2,YED,14.71,1
cam1__YED__26675__20260411_153808_363657.jpg,cam1,YED,15.06,2
cam1__YCA__45094__20260411_153900_189999.jpg,cam1,YCA,13.18,2
cam2__YCA__45094__20260411_153859_820227.jpg,cam2,YCA,12.94,2
cam1__YED__26676__20260411_154007_256774.jpg,cam1,YED,15.18,2
cam2__YED__26676__20260411_154006_997206.jpg,cam2,YED,14.94,2
cam2__YED__57933__20260411_154149_236464.jpg,cam2,YED,15.06,2
cam1__YED__57933__20260411_154149_609997.jpg,cam1,YED,15.18,2
cam1__YCA__5698__20260411_154241_506110.jpg,cam1,YCA,13.18,2
cam2__YCA__5698__20260411_154242_065930.jpg,cam2,YCA,12.94,2
cam2__YED__57934__20260411_154338_441844.jpg,cam2,YED,15.18,2
cam1__YED__57934__20260411_154339_316067.jpg,cam1,YED,15.18,2
cam2__YED__26677__20260411_154456_306884.jpg,cam2,YED,15.06,2
cam1__YED__26677__20260411_154456_119417.jpg,cam1,YED,15.18,2
cam1__YCA__45095__20260411_154552_233865.jpg,cam1,YCA,13.06,2
cam2__YCA__45095__20260411_154551_791819.jpg,cam2,YCA,13.18,2
cam2__YED__26678__20260411_154647_218912.jpg,cam2,YED,15.18,2
cam1__YED__26678__20260411_154647_621419.jpg,cam1,YED,15.18,2
cam1__YCA__45096__20260411_154740_789975.jpg,cam1,YCA,13.06,2
cam2__YCA__45096__20260411_154741_008393.jpg,cam2,YCA,12.71,1
cam1__YED__26679__20260411_154832_919111.jpg,cam1,YED,15.18,2
cam2__YED__26679__20260411_154832_071779.jpg,cam2,YED,15.18,2
cam1__YED__57935__20260411_154926_233006.jpg,cam1,YED,15.18,2
cam2__YED__57935__20260411_154926_816831.jpg,cam2,YED,15.06,2
cam1__YED__26680__20260411_155019_135810.jpg,cam1,YED,15.18,2
cam2__YED__26680__20260411_155019_186218.jpg,cam2,YED,15.06,2
cam2__YCA__45097__20260411_155121_892073.jpg,cam2,YCA,12.59,1
cam1__YCA__45097__20260411_155122_387920.jpg,cam1,YCA,13.18,2
cam1__YED__26681__20260411_155212_890816.jpg,cam1,YED,15.06,2
cam2__YED__26681__20260411_155212_980784.jpg,cam2,YED,15.18,2
cam1__YCA__45098__20260411_155315_357672.jpg,cam1,YCA,13.18,2
cam2__YCA__45098__20260411_155315_559209.jpg,cam2,YCA,12.71,1
cam1__YED__26682__20260411_155405_785363.jpg,cam1,YED,15.06,2
cam2__YED__26682__20260411_155405_451474.jpg,cam2,YED,14.94,2
cam1__YCA__45099__20260411_155534_260548.jpg,cam1,YCA,13.06,2
cam2__YCA__45099__20260411_155534_391705.jpg,cam2,YCA,13.18,2
cam2__YED__26683__20260411_155627_675548.jpg,cam2,YED,14.94,2
cam1__YED__26683__20260411_155627_640825.jpg,cam1,YED,15.18,2
cam1__YED__57936__20260411_155721_366224.jpg,cam1,YED,15.18,2
cam2__YED__57936__20260411_155722_352029.jpg,cam2,YED,15.18,2
cam2__YED__26684__20260411_155824_261290.jpg,cam2,YED,15.18,2
cam1__YED__26684__20260411_155823_338539.jpg,cam1,YED,15.18,2
cam1__YCA__45100__20260411_155916_826294.jpg,cam1,YCA,13.06,2
cam2__YCA__45100__20260411_155916_486292.jpg,cam2,YCA,13.18,2
cam1__YED__26685__20260411_160007_842259.jpg,cam1,YED,15.18,2
cam2__YED__26685__20260411_160007_321447.jpg,cam2,YED,14.94,2
cam1__YED__57937__20260411_160110_241903.jpg,cam1,YED,15.18,2
cam2__YED__57937__20260411_160109_875144.jpg,cam2,YED,15.18,2
cam1__YED__26686__20260411_160204_536852.jpg,cam1,YED,15.06,2
cam2__YED__26686__20260411_160205_493349.jpg,cam2,YED,14.94,2
cam2__YCA__45101__20260411_160305_677141.jpg,cam2,YCA,12.94,2
cam1__YCA__45101__20260411_160306_118214.jpg,cam1,YCA,12.71,1
cam2__YED__26687__20260411_160356_563794.jpg,cam2,YED,14.94,2
cam1__YED__26687__20260411_160356_492640.jpg,cam1,YED,15.18,2
cam2__YCA__45102__20260411_160456_926880.jpg,cam2,YCA,12.94,2
cam1__YCA__45102__20260411_160457_320894.jpg,cam1,YCA,13.18,2
cam1__YED__26688__20260411_160606_474661.jpg,cam1,YED,15.06,2
cam2__YED__26688__20260411_160606_094309.jpg,cam2,YED,15.06,2
cam1__YED__57938__20260411_160733_749172.jpg,cam1,YED,15.18,2
cam2__YED__57938__20260411_160733_660167.jpg,cam2,YED,14.71,1
cam2__YED__26689__20260411_160846_098655.jpg,cam2,YED,15.18,2
cam1__YED__26689__20260411_160846_102602.jpg,cam1,YED,15.18,2
cam2__YCA__45103__20260411_161036_399419.jpg,cam2,YCA,12.71,1
cam1__YCA__45103__20260411_161036_350286.jpg,cam1,YCA,12.71,1
cam1__YED__26690__20260411_161128_799627.jpg,cam1,YED,15.18,2
cam2__YED__26690__20260411_161129_258102.jpg,cam2,YED,15.18,2
cam1__YCA__45104__20260411_161228_878742.jpg,cam1,YCA,13.18,2
cam2__YCA__45104__20260411_161228_454885.jpg,cam2,YCA,13.18,2
cam2__YED__26691__20260411_161320_467744.jpg,cam2,YED,14.94,2
cam1__YED__26691__20260411_161320_427145.jpg,cam1,YED,15.18,2
cam1__YCA__45105__20260411_161413_774265.jpg,cam1,YCA,13.18,2
cam2__YCA__45105__20260411_161413_417441.jpg,cam2,YCA,13.06,2
cam2__YED__26692__20260411_161503_987612.jpg,cam2,YED,15.18,2
cam1__YED__26692__20260411_161503_894323.jpg,cam1,YED,15.18,2
cam1__YED__57939__20260411_161610_022583.jpg,cam1,YED,15.18,2
cam2__YED__57939__20260411_161610_046730.jpg,cam2,YED,15.18,2
cam1__YCA__5699__20260411_161702_839435.jpg,cam1,YCA,13.06,2
cam2__YCA__5699__20260411_161702_525420.jpg,cam2,YCA,12.71,1
cam2__YED__57940__20260411_161757_118705.jpg,cam2,YED,14.94,2
cam1__YED__57940__20260411_161757_096604.jpg,cam1,YED,15.06,2
cam2__YED__26693__20260411_161853_597544.jpg,cam2,YED,15.06,2
cam1__YED__26693__20260411_161853_144338.jpg,cam1,YED,15.18,2
cam2__YCA__45106__20260411_161944_368738.jpg,cam2,YCA,12.71,1
cam1__YCA__45106__20260411_161944_305199.jpg,cam1,YCA,12.94,2
cam2__YED__26694__20260411_162036_078364.jpg,cam2,YED,14.94,2
cam1__YED__26694__20260411_162035_557772.jpg,cam1,YED,15.06,2
cam2__YED__57941__20260411_162130_760399.jpg,cam2,YED,15.18,2
cam1__YED__57941__20260411_162131_154956.jpg,cam1,YED,14.94,2
cam2__YED__26695__20260411_162223_714056.jpg,cam2,YED,15.18,2
cam1__YED__26695__20260411_162224_178559.jpg,cam1,YED,15.18,2
cam1__YCA__45107__20260411_162315_463241.jpg,cam1,YCA,13.18,2
cam2__YCA__45107__20260411_162314_897407.jpg,cam2,YCA,12.94,2
cam2__YED__26696__20260411_162510_133882.jpg,cam2,YED,14.94,2
cam1__YED__26696__20260411_162509_602732.jpg,cam1,YED,15.18,2
cam1__YED__57942__20260411_162608_403397.jpg,cam1,YED,15.18,2
cam2__YED__57942__20260411_162608_564088.jpg,cam2,YED,14.94,2
cam1__YCA__5700__20260411_162753_563932.jpg,cam1,YCA,13.18,2
cam2__YCA__5700__20260411_162754_576837.jpg,cam2,YCA,13.18,2
cam2__YED__57943__20260411_162843_745020.jpg,cam2,YED,15.18,2
cam1__YED__57943__20260411_162843_678174.jpg,cam1,YED,15.18,2
cam1__YED__26697__20260411_162939_289004.jpg,cam1,YED,14.71,1
cam2__YED__26697__20260411_162939_319641.jpg,cam2,YED,15.18,2
cam1__YCA__45108__20260411_163039_851214.jpg,cam1,YCA,13.18,2
cam2__YCA__45108__20260411_163038_864340.jpg,cam2,YCA,13.18,2
cam1__YED__26698__20260411_163130_578743.jpg,cam1,YED,15.18,2
cam2__YED__26698__20260411_163130_688398.jpg,cam2,YED,15.06,2
cam1__YCA__45109__20260411_163223_913533.jpg,cam1,YCA,13.18,2
cam2__YCA__45109__20260411_163223_407385.jpg,cam2,YCA,13.18,2
cam2__YED__26699__20260411_163314_864801.jpg,cam2,YED,15.06,2
cam1__YED__26699__20260411_163314_680747.jpg,cam1,YED,15.18,2
cam1__YED__57944__20260411_163408_881191.jpg,cam1,YED,15.18,2
cam2__YED__57944__20260411_163408_544488.jpg,cam2,YED,15.18,2
cam2__YED__26700__20260411_163502_797213.jpg,cam2,YED,14.94,2
cam1__YED__26700__20260411_163502_783140.jpg,cam1,YED,15.18,2
cam1__YCA__45110__20260411_163555_321443.jpg,cam1,YCA,13.18,2
cam2__YCA__45110__20260411_163555_367647.jpg,cam2,YCA,12.71,1
cam1__YED__26701__20260411_163647_296825.jpg,cam1,YED,15.18,2
cam2__YED__26701__20260411_163647_353550.jpg,cam2,YED,15.18,2
cam2__YCA__45111__20260411_163752_258211.jpg,cam2,YCA,12.94,2
cam1__YCA__45111__20260411_163752_582911.jpg,cam1,YCA,13.18,2
cam2__YED__26702__20260411_163841_623805.jpg,cam2,YED,14.94,2
cam1__YED__26702__20260411_163841_535706.jpg,cam1,YED,15.18,2
cam1__YCA__45112__20260411_163944_737732.jpg,cam1,YCA,13.18,2
cam2__YCA__45112__20260411_163945_328659.jpg,cam2,YCA,13.06,2
cam2__YED__26703__20260411_164034_778118.jpg,cam2,YED,15.18,2
cam1__YED__26703__20260411_164034_690982.jpg,cam1,YED,15.18,2
cam2__YED__57945__20260411_164136_276211.jpg,cam2,YED,14.94,2
cam1__YED__57945__20260411_164136_723898.jpg,cam1,YED,15.18,2
cam2__YED__26704__20260411_164231_656075.jpg,cam2,YED,14.94,2
cam1__YED__26704__20260411_164231_617219.jpg,cam1,YED,15.18,2
cam2__YCA__45113__20260411_164322_841402.jpg,cam2,YCA,12.94,2
cam1__YCA__45113__20260411_164322_790153.jpg,cam1,YCA,12.94,2
cam1__YED__26705__20260411_164415_068949.jpg,cam1,YED,15.18,2
cam2__YED__26705__20260411_164414_585240.jpg,cam2,YED,15.18,2
cam1__YED__57946__20260411_164507_347984.jpg,cam1,YED,15.18,2
cam2__YED__57946__20260411_164507_399292.jpg,cam2,YED,15.06,2
cam2__YED__26706__20260411_164601_124154.jpg,cam2,YED,15.06,2
cam1__YED__26706__20260411_164601_058428.jpg,cam1,YED,15.18,2
cam1__YCA__45114__20260411_164654_011246.jpg,cam1,YCA,13.18,2
cam2__YCA__45114__20260411_164653_985431.jpg,cam2,YCA,12.71,1
cam2__YED__26707__20260411_164745_675005.jpg,cam2,YED,15.06,2
cam1__YED__26707__20260411_164745_690756.jpg,cam1,YED,15.18,2
cam1__YCA__45115__20260411_164839_123982.jpg,cam1,YCA,13.18,2
cam2__YCA__45115__20260411_164839_154279.jpg,cam2,YCA,13.06,2
cam2__YED__26710__20260411_165305_590449.jpg,cam2,YED,15.18,2
cam1__YED__26710__20260411_165305_551909.jpg,cam1,YED,15.06,2
cam2__YCA__45117__20260411_165359_522270.jpg,cam2,YCA,13.06,2
cam1__YCA__45117__20260411_165400_001863.jpg,cam1,YCA,13.18,2
cam2__YED__26711__20260411_165450_952696.jpg,cam2,YED,14.94,2
cam1__YED__26711__20260411_165451_042276.jpg,cam1,YED,15.18,2
cam1__YCA__45118__20260411_165559_284211.jpg,cam1,YCA,13.18,2
cam2__YCA__45118__20260411_165559_352185.jpg,cam2,YCA,13.06,2
cam2__YED__26712__20260411_165648_742881.jpg,cam2,YED,15.18,2
cam1__YED__26712__20260411_165648_688433.jpg,cam1,YED,15.18,2
cam2__YED__57948__20260411_165750_151162.jpg,cam2,YED,15.18,2
cam1__YED__57948__20260411_165750_066772.jpg,cam1,YED,15.18,2
cam2__YCA__44413__20260411_165841_985340.jpg,cam2,YCA,12.71,1
cam1__YCA__44413__20260411_165842_406828.jpg,cam1,YCA,N/A,0
cam1__0__2undefined__20260411_170209_938918.jpg,cam1,0,13.18,2
cam2__0__2undefined__20260411_170209_900016.jpg,cam2,0,13.06,2
cam2__YED__57949__20260411_170308_380016.jpg,cam2,YED,15.06,2
cam1__YED__57949__20260411_170308_408338.jpg,cam1,YED,15.18,2
cam2__YED__26716__20260411_170412_997359.jpg,cam2,YED,14.71,1
cam1__YED__26716__20260411_170413_100819.jpg,cam1,YED,14.71,1
cam2__YCA__44415__20260411_170504_655839.jpg,cam2,YCA,12.71,1
cam1__YCA__44415__20260411_170504_572731.jpg,cam1,YCA,13.18,2
cam2__YED__26717__20260411_170555_678640.jpg,cam2,YED,14.94,2
cam1__YED__26717__20260411_170555_638529.jpg,cam1,YED,14.94,2
cam1__YED__57950__20260411_170649_456995.jpg,cam1,YED,15.18,2
cam2__YED__57950__20260411_170649_416365.jpg,cam2,YED,15.06,2
cam1__YCA__44416__20260411_170742_598927.jpg,cam1,YCA,13.06,2
cam2__YCA__44416__20260411_170742_718709.jpg,cam2,YCA,13.06,2
cam2__YED__26718__20260411_170833_564386.jpg,cam2,YED,14.94,2
cam1__YED__26718__20260411_170834_152822.jpg,cam1,YED,15.18,2
cam1__YED__26719__20260411_170928_920867.jpg,cam1,YED,15.06,2
cam2__YED__26719__20260411_170928_899130.jpg,cam2,YED,15.18,2
cam1__YCA__44417__20260411_171027_161330.jpg,cam1,YCA,13.06,2
cam2__YCA__44417__20260411_171027_208954.jpg,cam2,YCA,12.71,1
cam1__YED__26720__20260411_171121_601418.jpg,cam1,YED,15.18,2
cam2__YED__26720__20260411_171121_576429.jpg,cam2,YED,14.94,2
cam2__YCA__44418__20260411_171214_592008.jpg,cam2,YCA,12.71,1
cam1__YCA__44418__20260411_171214_558109.jpg,cam1,YCA,12.71,1
cam2__YED__26721__20260411_171306_841309.jpg,cam2,YED,15.18,2
cam1__YED__26721__20260411_171306_794780.jpg,cam1,YED,15.18,2
cam1__YED__57951__20260411_171441_784827.jpg,cam1,YED,15.18,2
cam2__YED__57951__20260411_171441_836830.jpg,cam2,YED,15.18,2
cam2__YED__26722__20260411_172310_663162.jpg,cam2,YED,15.18,2
cam1__YED__26722__20260411_172310_610307.jpg,cam1,YED,15.18,2
cam2__YCA__44419__20260411_172401_927167.jpg,cam2,YCA,12.71,1
cam2__YED__26723__20260411_172453_320037.jpg,cam2,YED,15.06,2
cam2__YCA__44420__20260411_172548_910755.jpg,cam2,YCA,13.18,2
cam1__YCA__44419__20260411_172401_791083.jpg,cam1,YCA,N/A,0
cam2__YED__26724__20260411_172638_097356.jpg,cam2,YED,14.94,2
cam2__YCA__45119__20260411_172730_957382.jpg,cam2,YCA,12.94,2
cam2__YED__26725__20260411_172822_482312.jpg,cam2,YED,14.94,2
cam2__YED__57952__20260411_172917_133865.jpg,cam2,YED,15.18,2
cam1__YCA__45119__20260411_172730_896738.jpg,cam1,YCA,N/A,0
cam2__YED__26726__20260411_173011_662085.jpg,cam2,YED,15.18,2
cam1__YED__26726__20260411_173011_682601.jpg,cam1,YED,14.71,1
cam1__YCA__45120__20260411_173103_554091.jpg,cam1,YCA,13.18,2
cam2__YCA__45120__20260411_173103_573624.jpg,cam2,YCA,12.71,1
cam2__YED__26727__20260411_173154_644427.jpg,cam2,YED,15.18,2
cam1__YED__26727__20260411_173153_954490.jpg,cam1,YED,15.18,2
cam2__YED__57953__20260411_173249_028093.jpg,cam2,YED,14.94,2
cam1__YED__57953__20260411_173248_928745.jpg,cam1,YED,15.18,2
cam2__YED__26728__20260411_173343_640909.jpg,cam2,YED,14.94,2
cam1__YED__26728__20260411_173343_659618.jpg,cam1,YED,15.18,2
cam1__YCA__45121__20260411_173434_732186.jpg,cam1,YCA,13.18,2
cam2__YCA__45121__20260411_173434_778090.jpg,cam2,YCA,12.94,2
cam2__YED__26729__20260411_173526_660323.jpg,cam2,YED,14.94,2
cam1__YED__26729__20260411_173526_387957.jpg,cam1,YED,15.06,2
cam2__YCA__45122__20260411_173623_297578.jpg,cam2,YCA,12.71,1
cam1__YCA__45122__20260411_173623_195466.jpg,cam1,YCA,13.18,2
cam1__YED__26730__20260411_173713_038938.jpg,cam1,YED,15.18,2
cam2__YED__26730__20260411_173713_096489.jpg,cam2,YED,15.06,2
cam2__YED__57954__20260411_173807_345577.jpg,cam2,YED,14.94,2
cam1__YED__57954__20260411_173807_257795.jpg,cam1,YED,15.18,2
cam1__YED__26731__20260411_173921_726073.jpg,cam1,YED,15.06,2
cam2__YED__26731__20260411_173921_755436.jpg,cam2,YED,15.18,2
cam2__YCA__45123__20260411_174012_663591.jpg,cam2,YCA,12.71,1
cam1__YCA__45123__20260411_174012_631752.jpg,cam1,YCA,13.06,2
cam2__YED__57956__20260411_174731_840131.jpg,cam2,YED,14.94,2
cam1__YED__57956__20260411_174731_287621.jpg,cam1,YED,15.18,2
cam1__YED__26735__20260411_174826_033477.jpg,cam1,YED,15.18,2
cam2__YED__26735__20260411_174825_365680.jpg,cam2,YED,14.94,2
cam2__YCA__45126__20260411_174927_024102.jpg,cam2,YCA,12.71,1
cam1__YCA__45126__20260411_174927_001092.jpg,cam1,YCA,13.18,2
cam1__YED__26736__20260411_175022_085913.jpg,cam1,YED,15.18,2
cam2__YED__26736__20260411_175022_157020.jpg,cam2,YED,15.18,2
cam1__YED__57957__20260411_175115_716436.jpg,cam1,YED,15.18,2
cam2__YED__57957__20260411_175115_774083.jpg,cam2,YED,15.18,2
cam2__YED__2PPN__20260411_175215_750047.jpg,cam2,YED,14.94,2
cam1__YED__2PPN__20260411_175215_699113.jpg,cam1,YED,15.18,2
cam1__YCA__43A23__20260411_175334_603643.jpg,cam1,YCA,12.71,1
