timestamp,camera,handle_condition
2025-07-30 22:10:17.853464,cam1,0
2025-07-30 22:10:18.422331,cam1,0
2025-07-30 22:10:18.994583,cam1,0
2025-07-30 22:10:19.564656,cam1,0
2025-07-30 22:10:20.132899,cam1,0
2025-07-30 22:10:20.701901,cam1,0
2025-07-30 22:10:21.272228,cam1,0
2025-07-30 22:10:21.841722,cam1,0
2025-07-30 22:10:22.408975,cam1,0
2025-07-30 22:10:22.978713,cam1,0
2025-07-30 22:10:23.545205,cam1,0
2025-07-30 22:10:24.112520,cam1,0
2025-07-30 22:10:24.679312,cam1,0
2025-07-30 22:10:25.247763,cam1,0
2025-07-30 22:10:25.816707,cam1,0
2025-07-30 22:10:26.386076,cam1,0
2025-07-30 22:10:26.953463,cam1,0
2025-07-30 22:10:27.522692,cam1,0
2025-07-30 22:10:28.089775,cam1,0
2025-07-30 22:10:28.659236,cam1,0
2025-07-30 22:10:29.226043,cam1,0
2025-07-30 22:10:29.794090,cam1,0
2025-07-30 22:10:30.360958,cam1,0
2025-07-30 22:10:30.929289,cam1,0
2025-07-30 22:10:31.496578,cam1,0
2025-07-30 22:10:32.063972,cam1,0
2025-07-30 22:10:32.630592,cam1,0
2025-07-30 22:10:33.199039,cam1,0
2025-07-30 22:10:33.766523,cam1,0
2025-07-30 22:10:34.351700,cam1,0
2025-07-30 22:10:34.937197,cam1,0
2025-07-30 22:10:35.525221,cam1,0
2025-07-30 22:10:36.114006,cam1,0
2025-07-30 22:10:36.694445,cam1,0
2025-07-30 22:10:37.282686,cam1,0
2025-07-30 22:10:37.972192,cam1,0
2025-07-30 22:10:38.559161,cam1,0
2025-07-30 22:10:39.287793,cam1,0
2025-07-30 22:10:39.878064,cam1,1
2025-07-30 22:10:40.610100,cam1,1
2025-07-30 22:10:41.216312,cam1,1
2025-07-30 22:10:41.823595,cam1,1
2025-07-30 22:10:42.428611,cam1,1
2025-07-30 22:10:43.034991,cam1,1
2025-07-30 22:10:43.640546,cam1,1
2025-07-30 22:10:44.246640,cam1,1
2025-07-30 22:10:44.851919,cam1,1
2025-07-30 22:10:45.456873,cam1,1
2025-07-30 22:10:46.024848,cam1,1
2025-07-30 22:10:46.593804,cam1,1
2025-07-30 22:10:47.164840,cam1,0
2025-07-30 22:10:47.733081,cam1,0
2025-07-30 22:10:48.300499,cam1,0
2025-07-30 22:10:48.886725,cam1,0
2025-07-30 22:10:49.692804,cam1,0
2025-07-30 22:10:50.261745,cam1,0
2025-07-30 22:10:50.828781,cam1,0
2025-07-30 22:10:51.397032,cam1,0
2025-07-30 22:10:51.964104,cam1,0
2025-07-30 22:10:52.532887,cam1,0
2025-07-30 22:10:53.100424,cam1,0
2025-07-30 22:10:53.670566,cam1,0
2025-07-30 22:10:54.237894,cam1,0
2025-07-30 22:10:54.806968,cam1,0
2025-07-30 22:10:55.375367,cam1,0
2025-07-30 22:10:55.949213,cam1,0
2025-07-30 22:10:56.518148,cam1,0
2025-07-30 22:10:57.088943,cam1,0
2025-07-30 22:10:57.657906,cam1,0
2025-07-30 22:10:58.227971,cam1,0
2025-07-30 22:10:58.796527,cam1,0
2025-07-30 22:10:59.365125,cam1,0
2025-07-30 22:10:59.932036,cam1,0
2025-07-30 22:11:00.500936,cam1,0
2025-07-30 22:11:01.068449,cam1,0
2025-07-30 22:11:01.638014,cam1,0
2025-07-30 22:11:02.206791,cam1,0
2025-07-30 22:11:02.794942,cam1,0
2025-07-30 22:11:03.458514,cam1,0
2025-07-30 22:11:04.047602,cam1,0
2025-07-30 22:11:04.635183,cam1,0
2025-07-30 22:11:05.220212,cam1,0
2025-07-30 22:11:05.807445,cam1,0
2025-07-30 22:11:06.397919,cam1,0
2025-07-30 22:11:06.984614,cam1,0
2025-07-30 22:11:07.549030,cam1,0
2025-07-30 22:11:08.135618,cam1,0
2025-07-30 22:11:08.722254,cam1,0
2025-07-30 22:11:09.310624,cam1,0
2025-07-30 22:11:10.022147,cam1,0
2025-07-30 22:11:10.610526,cam1,0
2025-07-30 22:11:11.326656,cam1,0
2025-07-30 22:11:11.913555,cam1,0
2025-07-30 22:11:12.651939,cam1,0
2025-07-30 22:11:13.239392,cam1,0
2025-07-30 22:11:13.988566,cam1,0
2025-07-30 22:11:14.576565,cam1,0
2025-07-30 22:11:15.298250,cam1,0
2025-07-30 22:11:15.887358,cam1,0
2025-07-30 22:11:16.613298,cam1,0
2025-07-30 22:11:17.202210,cam1,0
2025-07-30 22:11:17.934250,cam1,0
2025-07-30 22:11:18.522761,cam1,0
2025-07-30 22:11:19.247135,cam1,0
2025-07-30 22:11:19.835430,cam1,0
2025-07-30 22:11:20.575217,cam1,0
2025-07-30 22:11:21.165530,cam1,0
2025-07-30 22:11:21.886115,cam1,0
2025-07-30 22:11:22.473389,cam1,0
2025-07-30 22:11:23.197186,cam1,0
2025-07-30 22:11:23.785488,cam1,0
2025-07-30 22:11:24.512140,cam1,0
2025-07-30 22:11:25.075973,cam1,0
2025-07-30 22:11:25.850011,cam1,0
2025-07-30 22:11:26.449816,cam1,0
2025-07-30 22:11:27.162469,cam1,0
2025-07-30 22:11:27.752450,cam1,0
2025-07-30 22:11:28.473920,cam1,0
2025-07-30 22:11:29.059407,cam1,0
2025-07-30 22:11:29.794978,cam1,0
2025-07-30 22:11:30.382861,cam1,1
2025-07-30 22:11:31.086119,cam1,1
2025-07-30 22:11:31.694182,cam1,1
2025-07-30 22:11:32.298457,cam1,1
2025-07-30 22:11:32.901511,cam1,1
2025-07-30 22:11:33.508987,cam1,1
2025-07-30 22:11:34.111847,cam1,1
2025-07-30 22:11:34.718436,cam1,1
2025-07-30 22:11:35.320815,cam1,1
2025-07-30 22:11:35.928457,cam1,1
2025-07-30 22:11:36.495472,cam1,1
2025-07-30 22:11:37.064587,cam1,0
2025-07-30 22:11:37.631812,cam1,0
2025-07-30 22:11:38.203745,cam1,0
2025-07-30 22:11:38.771767,cam1,0
2025-07-30 22:11:39.341657,cam1,0
2025-07-30 22:11:39.908102,cam1,0
2025-07-30 22:11:40.494927,cam1,0
2025-07-30 22:11:41.067889,cam1,0
2025-07-30 22:11:41.637754,cam1,0
2025-07-30 22:11:42.207122,cam1,0
2025-07-30 22:11:42.774805,cam1,0
2025-07-30 22:11:43.347851,cam1,0
2025-07-30 22:11:43.918439,cam1,0
2025-07-30 22:11:44.490351,cam1,0
2025-07-30 22:11:45.058367,cam1,0
2025-07-30 22:11:45.624970,cam1,0
2025-07-30 22:11:46.196270,cam1,0
2025-07-30 22:11:46.765778,cam1,0
2025-07-30 22:11:47.339891,cam1,0
2025-07-30 22:11:47.908817,cam1,0
2025-07-30 22:11:48.478589,cam1,0
2025-07-30 22:11:49.046935,cam1,0
2025-07-30 22:11:49.616000,cam1,0
2025-07-30 22:11:50.185634,cam1,0
2025-07-30 22:11:50.754473,cam1,0
2025-07-30 22:11:51.321676,cam1,0
2025-07-30 22:11:51.890500,cam1,0
2025-07-30 22:11:52.457572,cam1,0
2025-07-30 22:11:53.027369,cam1,0
2025-07-30 22:11:53.593977,cam1,0
2025-07-30 22:11:54.164916,cam1,0
2025-07-30 22:11:54.732348,cam1,0
2025-07-30 22:11:55.299055,cam1,0
2025-07-30 22:11:55.865657,cam1,0
2025-07-30 22:11:56.436226,cam1,0
2025-07-30 22:11:57.007479,cam1,0
2025-07-30 22:11:57.592334,cam1,0
2025-07-30 22:11:58.166776,cam1,0
2025-07-30 22:11:58.751819,cam1,0
2025-07-30 22:11:59.337929,cam1,0
2025-07-30 22:11:59.932140,cam1,0
2025-07-30 22:12:00.504303,cam1,0
2025-07-30 22:12:01.222031,cam1,0
2025-07-30 22:12:01.805171,cam1,0
2025-07-30 22:12:02.559090,cam1,0
2025-07-30 22:12:03.141300,cam1,0
2025-07-30 22:12:03.909353,cam1,0
2025-07-30 22:12:04.495925,cam1,0
2025-07-30 22:12:05.254027,cam1,0
2025-07-30 22:12:05.841049,cam1,0
2025-07-30 22:12:06.573611,cam1,0
2025-07-30 22:12:07.158243,cam1,0
2025-07-30 22:12:07.921470,cam1,0
2025-07-30 22:12:08.510228,cam1,0
2025-07-30 22:12:09.150889,cam1,0
2025-07-30 22:12:09.733561,cam1,0
2025-07-30 22:12:10.319022,cam1,0
2025-07-30 22:12:10.889595,cam1,0
2025-07-30 22:12:11.457767,cam1,0
2025-07-30 22:12:12.042345,cam1,0
2025-07-30 22:12:12.631995,cam1,0
2025-07-30 22:12:13.201692,cam1,0
2025-07-30 22:12:13.789726,cam1,0
2025-07-30 22:12:14.476422,cam1,0
2025-07-30 22:12:15.053767,cam1,0
2025-07-30 22:12:15.789624,cam1,0
2025-07-30 22:12:16.376842,cam1,0
2025-07-30 22:12:17.110794,cam1,0
2025-07-30 22:12:17.700886,cam1,0
2025-07-30 22:12:18.454460,cam1,0
2025-07-30 22:12:19.043875,cam1,0
2025-07-30 22:12:19.791516,cam1,0
2025-07-30 22:12:20.381819,cam1,0
2025-07-30 22:12:21.144769,cam1,0
2025-07-30 22:12:21.738867,cam1,1
2025-07-30 22:12:22.489827,cam1,1
2025-07-30 22:12:23.095939,cam1,1
2025-07-30 22:12:23.707063,cam1,1
2025-07-30 22:12:24.318317,cam1,1
2025-07-30 22:12:24.928924,cam1,1
2025-07-30 22:12:25.542310,cam1,1
2025-07-30 22:12:26.147834,cam1,1
2025-07-30 22:12:26.756192,cam1,1
2025-07-30 22:12:27.324990,cam1,1
2025-07-30 22:12:27.894278,cam1,1
2025-07-30 22:12:28.460487,cam1,0
2025-07-30 22:12:29.030787,cam1,0
2025-07-30 22:12:29.601164,cam1,0
2025-07-30 22:12:30.171508,cam1,0
2025-07-30 22:12:30.740397,cam1,0
2025-07-30 22:12:31.309009,cam1,0
2025-07-30 22:12:31.880276,cam1,0
2025-07-30 22:12:32.447606,cam1,0
2025-07-30 22:12:33.015353,cam1,0
2025-07-30 22:12:33.585053,cam1,0
2025-07-30 22:12:34.160060,cam1,0
2025-07-30 22:12:34.729524,cam1,0
2025-07-30 22:12:35.299136,cam1,0
2025-07-30 22:12:35.868206,cam1,0
2025-07-30 22:12:36.435583,cam1,0
2025-07-30 22:12:37.022572,cam1,0
2025-07-30 22:12:37.608061,cam1,0
2025-07-30 22:12:38.177189,cam1,0
2025-07-30 22:12:38.744475,cam1,0
2025-07-30 22:12:39.313952,cam1,0
2025-07-30 22:12:39.885823,cam1,0
2025-07-30 22:12:40.456346,cam1,0
2025-07-30 22:12:41.024271,cam1,0
2025-07-30 22:12:41.595967,cam1,0
2025-07-30 22:12:42.163322,cam1,0
2025-07-30 22:12:42.732212,cam1,0
2025-07-30 22:12:43.299589,cam1,0
2025-07-30 22:12:43.868015,cam1,0
2025-07-30 22:12:44.437182,cam1,0
2025-07-30 22:12:45.008108,cam1,0
2025-07-30 22:12:45.574099,cam1,0
2025-07-30 22:12:46.142954,cam1,0
2025-07-30 22:12:46.710547,cam1,0
2025-07-30 22:12:47.280389,cam1,0
2025-07-30 22:12:47.847795,cam1,0
2025-07-30 22:12:48.418406,cam1,0
2025-07-30 22:12:48.986578,cam1,0
2025-07-30 22:12:49.555517,cam1,0
2025-07-30 22:12:50.122613,cam1,0
2025-07-30 22:12:50.691927,cam1,0
2025-07-30 22:12:51.261650,cam1,0
2025-07-30 22:12:51.829348,cam1,0
2025-07-30 22:12:52.396716,cam1,0
2025-07-30 22:12:52.979491,cam1,0
2025-07-30 22:12:53.558069,cam1,0
2025-07-30 22:12:54.147283,cam1,0
2025-07-30 22:12:54.734465,cam1,0
2025-07-30 22:12:55.311433,cam1,0
2025-07-30 22:12:55.898266,cam1,0
2025-07-30 22:12:56.469486,cam1,0
2025-07-30 22:12:57.038439,cam1,0
2025-07-30 22:12:57.717738,cam1,0
2025-07-30 22:12:58.299973,cam1,0
2025-07-30 22:12:59.007535,cam1,0
2025-07-30 22:12:59.597135,cam1,0
2025-07-30 22:13:00.276365,cam1,0
2025-07-30 22:13:00.840893,cam1,0
2025-07-30 22:13:01.570429,cam1,0
2025-07-30 22:13:02.159307,cam1,0
2025-07-30 22:13:02.828771,cam1,0
2025-07-30 22:13:03.419083,cam1,0
2025-07-30 22:13:04.120687,cam1,0
2025-07-30 22:13:04.709519,cam1,0
2025-07-30 22:13:05.424628,cam1,0
2025-07-30 22:13:06.014467,cam1,0
2025-07-30 22:13:06.686846,cam1,0
2025-07-30 22:13:07.277145,cam1,0
2025-07-30 22:13:07.974677,cam1,0
2025-07-30 22:13:08.539888,cam1,0
2025-07-30 22:13:09.244310,cam1,0
2025-07-30 22:13:09.834207,cam1,0
2025-07-30 22:13:10.507978,cam1,0
2025-07-30 22:13:11.092782,cam1,0
2025-07-30 22:13:11.765391,cam1,0
2025-07-30 22:13:12.354874,cam1,0
2025-07-30 22:13:13.060923,cam1,0
2025-07-30 22:13:13.627973,cam1,1
2025-07-30 22:13:14.320464,cam1,1
2025-07-30 22:13:14.925082,cam1,1
2025-07-30 22:13:15.532359,cam1,1
2025-07-30 22:13:16.139310,cam1,1
2025-07-30 22:13:16.744087,cam1,1
2025-07-30 22:13:17.347206,cam1,1
2025-07-30 22:13:17.953680,cam1,1
2025-07-30 22:13:18.559310,cam1,1
2025-07-30 22:13:19.164313,cam1,1
2025-07-30 22:13:19.732970,cam1,1
2025-07-30 22:13:20.303362,cam1,0
2025-07-30 22:13:20.871883,cam1,0
2025-07-30 22:13:21.440695,cam1,0
2025-07-30 22:13:22.011509,cam1,0
2025-07-30 22:13:22.581180,cam1,0
2025-07-30 22:13:23.149094,cam1,0
2025-07-30 22:13:23.718318,cam1,0
2025-07-30 22:13:24.286844,cam1,0
2025-07-30 22:13:24.855253,cam1,0
2025-07-30 22:13:25.424176,cam1,0
2025-07-30 22:13:25.997603,cam1,0
2025-07-30 22:13:26.564516,cam1,0
2025-07-30 22:13:27.136625,cam1,0
2025-07-30 22:13:27.716332,cam1,0
2025-07-30 22:13:28.286099,cam1,0
2025-07-30 22:13:28.864624,cam1,0
